統一編號,商業名稱,商業地址,設立日期,Longitude,Latitude
00550795,洛梗工作室,臺北市松山區基隆路1段8號13樓,1140409,121.569933,25.050764
00550802,麤心選物販賣商行,臺北市萬華區中華路1段114巷4之4號,1140409,121.507955,25.043842
00550818,林福吉麵包店,臺北市內湖區五分街3號1樓,1140409,121.612151,25.067767
00550824,知援玩學所,臺北市士林區忠誠路1段33之3號4樓,1140409,121.527286,25.104043
00550839,蒔美舒壓美容館,臺北市中山區吉林路206號,1140409,121.530089,25.058617
00550845,知芯小吃店,臺北市文山區指南路2段59號1樓,1140409,121.574568,24.987971
00550850,璟禾音樂餐坊,臺北市中山區南京東路1段132巷28之3號地下二層,1140409,121.526712,25.050198
00550866,潮爺爺小吃店,臺北市內湖區瑞光路293號1樓,1140409,121.57634,25.075651
00550872,津仙排骨飯館,臺北市萬華區西園路1段314之1號1樓,1140409,121.497884,25.033374
00550887,奧爾國際商號,臺北市大安區通化街19號1樓,1140409,121.55435,25.031573
00550893,嘉隆軒餐飲企業社,臺北市松山區民生東路4段55巷2號1樓,1140409,121.550397,25.058122
00550900,大馬士革廚房,臺北市南港區成福路180巷3號,1140409,121.587683,25.041369
00550916,艾蒔光健康舒壓館,臺北市中山區南京東路3段210號9樓,1140409,121.543341,25.05167
00550922,宏謙工程行,臺北市信義區基隆路1段149號3樓之7,1140410,121.56555,25.04256
00550937,比利烘焙坊,臺北市大安區羅斯福路2段95號18樓之3,1140410,121.524158,25.025095
00550943,爾革企業社,臺北市萬華區西寧南路72之1號10樓之3,1140410,121.505966,25.043216
00550958,興美小館,臺北市大安區四維路14巷3號,1140410,121.547872,25.036875
00550964,古向以町商行,臺北市中正區延平南路175號1樓,1140410,121.507641,25.034589
00550970,原點藝能國際企業社,臺北市信義區松隆路78號,1140410,121.569087,25.044439
00550985,宏瑞機車材料行,臺北市松山區寧安街8號,1140410,121.554205,25.049081
00550991,初心企業社,臺北市松山區復興北路223號,1140410,121.544462,25.056823
00551008,威特安心實業坊,臺北市大安區仁愛路4段48巷30號1樓,1140410,121.546989,25.03628
00551014,晟饗企業社,臺北市中山區伊通街101之1號1樓,1140410,121.534916,25.053342
00551020,亞列爾商行,臺北市大安區辛亥路2段145號1樓,1140410,121.540018,25.021699
00551035,沃特企業社,臺北市中山區民族東路514號,1140410,121.542317,25.067713
00551041,渡渡映像工作室,臺北市內湖區新明路343號8樓,1140410,121.583617,25.056086
00551056,美力工作室,臺北市大安區基隆路2段136號9樓,1140410,121.556652,25.028494
00551062,京辰商行,臺北市松山區南京東路4段133巷9弄1號1樓,1140410,121.555254,25.053056
00551078,丘丘麻糬商號,臺北市大安區新生南路3段56巷9號1樓,1140411,121.53361,25.020481
00551083,子翔映像製作工作室,臺北市中山區長安東路2段106號9樓之2,1140411,121.535165,25.048317
00551099,集美企業社,臺北市中山區長安東路2段171號9樓,1140411,121.541684,25.048401
00551106,惠楠榮餐飲號,臺北市中山區雙城街23之3號1樓,1140411,121.524371,25.066113
00551112,四月初療癒工作室,臺北市萬華區中華路1段106號8樓,1140411,121.508392,25.043975
00551128,有米美學工作室,臺北市文山區景後街190號8樓,1140411,121.54174,24.990107
00551133,易成車行,臺北市大安區和平東路3段372號,1140411,121.557914,25.019078
00551149,加一工作室,臺北市信義區基隆路2段179號8樓之1,1140411,121.553646,25.024958
00551154,順捷塑膠地板企業社,臺北市士林區永平街19號1樓,1140411,121.505067,25.090135
00551160,正紅早午餐,臺北市松山區八德路4段837號1樓,1140411,121.579566,25.051552
00551176,佑順潔商行,臺北市士林區福華路122號1樓,1140411,121.522936,25.102609
00551197,隱私美髮沙龍,臺北市中山區林森北路576號1樓,1140411,121.525572,25.065097
00551204,綠韻服裝設計企業社,臺北市文山區興隆路2段249號1樓,1140411,121.551557,25.001992
00551181,美繪工作坊,臺北市松山區南京東路5段83號3樓,1140414,121.55992,25.051708
00551210,唯依閣工作室,臺北市文山區興隆路4段109巷92弄19號4樓,1140414,121.564083,24.986412
00551226,家飯製造所,臺北市大同區延平北路3段18巷42之1號4樓,1140414,121.509747,25.063845
00551247,阿財豬肉店,臺北市信義區福德街232巷16弄4號1樓,1140414,121.584502,25.03928
00551252,旵金日本料理,臺北市中山區長春路148號1樓,1140414,121.53175,25.054725
00551268,景豪小吃店,臺北市北投區致遠二路112號1樓,1140414,121.51288,25.117186
00551274,利曦光明茶飲企業社,臺北市北投區光明路200之8號,1140414,121.503673,25.135909
00551289,民生健康商行,臺北市中山區合江街102巷2號,1140414,121.53913,25.0587
00551295,禾全企業社,臺北市大安區復興南路1段222號9樓,1140414,121.543488,25.039237
00551302,一二零企業社,臺北市大同區甘谷街26號5樓,1140414,121.510876,25.052772
00551318,磊中惠溢店,臺北市中山區中山北路3段49之5號,1140414,121.522673,25.066898
00551324,駿程外牆修繕工程行,臺北市萬華區中華路1段106號8樓,1140414,121.508392,25.043975
00551339,駿卡工作室,臺北市內湖區江南街10號1樓,1140414,121.578177,25.078091
00551345,威禹企業社,臺北市中山區新生北路二段127巷18號1樓,1140414,121.52918,25.059721
00551350,杉葉音樂工作室,臺北市中正區和平西路3段78號,1140414,121.502551,25.035043
00551366,艾德雜貨精選商行,臺北市大同區承德路2段63巷4號1樓,1140414,121.518598,25.055546
00551372,食堡餐飲企業社,臺北市大安區忠孝東路3段54號2樓之1,1140414,121.535562,25.041727
00551387,迦納軒佛具行,臺北市南港區興南街60巷29號5樓,1140414,121.603742,25.055886
00581713,奇異果大安藥局,臺北市大安區大安路1段190號,1140414,121.545888,25.035726
00582229,琴琴美食早餐店,臺北市萬華區青年路166號1樓,1140414,121.502646,25.020914
75983664,稻荷遊戲工作室,臺北市大安區和平東路1段74巷21號3樓,1140414,121.524328,25.026278
88119117,萬家會館,臺北市中正區延平南路61號3樓之4,1140414,121.510414,25.044657
88257434,喬媙服飾行,臺北市信義區永吉路443巷13弄22號,1140414,121.579271,25.046928
00551393,昌樹企業社,臺北市信義區基隆路1段97號4樓之1,1140415,121.567328,25.045548
00551400,庭忠工程行,臺北市士林區華齡街22巷12號2樓,1140415,121.520007,25.083188
00551416,巧兒工作室,臺北市中山區中山北路2段59巷9號2樓之5,1140415,121.523621,25.055907
00551422,繆思工作室,臺北市中山區林森北路119巷40號2樓,1140415,121.526613,25.050305
00551437,柯基愛健身工作室,臺北市中山區松江路123巷7之1號6樓,1140415,121.533938,25.052996
00551443,星運小問工作室,臺北市內湖區民權東路6段119號14樓之3,1140415,121.592474,25.069106
00551458,菲髣髮型沙龍,臺北市大安區仁愛路3段123巷13弄3號,1140415,121.542418,25.03994
00551464,歐塔米企業社,臺北市松山區八德路3段155巷28號,1140415,121.555175,25.049578
00551470,艾爾特工作室,臺北市南港區中坡南路19號1樓,1140415,121.583033,25.0434
00551485,香天行銷,臺北市大安區德安里大安路1段191號6樓之1,1140415,121.546099,25.035768
00551491,韓舍企業社,臺北市中山區錦州街298號1樓,1140415,121.535959,25.06022
00551507,熠傑飲料店,臺北市大同區延平北路2段148號1樓,1140415,121.511439,25.0577
00551513,恆藝文創坊,臺北市松山區安平里南京東路5段389巷5弄13號3樓,1140415,121.569768,25.051952
00551529,界格服飾工作室,臺北市內湖區成功路5段49號11樓之3,1140415,121.606375,25.074435
31825387,采町服飾行,臺北市信義區松山路119巷7號1樓,1140415,121.578759,25.047519
00530601,芳品食品行,臺北市松山區三民路113巷3號,1140416,121.563244,25.057929
00551534,花園鞋坊,臺北市內湖區內湖路1段737巷64號1樓,1140416,121.579061,25.080952
00551540,素媽辣商店,臺北市松山區南京東路5段61之3號,1140416,121.55927,25.051807
00551555,日初飲料店,臺北市中山區農安街166巷1號,1140416,121.533935,25.064515
00551561,桃穗企業社,臺北市大安區信義路4段1號2樓,1140416,121.543915,25.033566
00551577,集佳工程行,臺北市松山區八德路4段245巷13弄4號1樓,1140416,121.564989,25.049287
00551582,精讚企業社,臺北市北投區中央南路1段192之1號1樓,1140416,121.501073,25.128665
00551598,饗稻餐飲坊,臺北市北投區石牌路一段166巷78號1樓,1140416,121.514751,25.112691
00551605,亮垣商行,臺北市松山區自強里健康路233號,1140416,121.562883,25.054319
00551611,艾歐斯企業社,臺北市中山區南京東路3段210號9樓,1140416,121.543341,25.05167
00551627,言午紅燒鴨肉麵,臺北市南港區新民街25巷2號1樓,1140416,121.613488,25.05592
00551632,饗食匯小館,臺北市松山區健康路66號1樓,1140416,121.55354,25.053293
00551648,沃卡寵物選品商行,臺北市中山區天津街37號3樓之4,1140416,121.522989,25.049779
00551653,銓一小吃店,臺北市中正區寧波西街61號1樓,1140416,121.517315,25.030667
00551669,瞪鞋映畫社,臺北市信義區景勤里信安街9巷6號2樓,1140416,121.558459,25.02811
00551675,瀧柒水族館,臺北市內湖區康樂街186巷33號地下之4,1140416,121.620476,25.076924
00551680,嘉辰食坊,臺北市中山區大直街22號1樓,1140416,121.546324,25.081451
00551696,佐創企業社,臺北市中山區復興北路48號10樓,1140416,121.54376,25.049537
00551703,大地貿易企業,臺北市大同區西寧北路78之18號,1140416,121.508688,25.05443
00582179,福利舍商行,臺北市士林區天母東路50巷27號,1140416,121.533141,25.116781
00551719,映覺製所,臺北市中山區中庄里民生東路2段127巷6號2樓之3,1140417,121.532157,25.05825
00551725,九旭企業社,臺北市大安區敦化南路1段161巷40之1號1樓,1140417,121.551106,25.0434
00551730,泰馨舒壓養身坊,臺北市大安區復興南路2段111巷3弄6號1樓,1140417,121.543976,25.03036
00551751,滇豐食客美食館,臺北市萬華區成都路92號1樓及2樓,1140417,121.504515,25.043009
00551767,全下策略顧問企業社,臺北市大安區建安里忠孝東路四段169號11樓之4,1140417,121.550421,25.041705
00551773,緣業商行,臺北市中正區羅斯福路3段316巷10號1樓,1140417,121.532413,25.015637
00551788,安伊設計顧問工作室,臺北市文山區木新路3段45巷7弄15號1樓,1140417,121.564901,24.98225
00551794,泰鬆小吃店,臺北市萬華區武昌街2段83之8號1樓,1140417,121.505126,25.045649
00551801,溫米工作室,臺北市中山區撫順街39之2號1樓,1140417,121.519454,25.063457
00551817,泓威企業社,臺北市信義區信義路4段415號14樓之1,1140417,121.559235,25.033304
00551823,柴米小吃店,臺北市中正區林森南路61巷11之1號1樓,1140417,121.522668,25.039766
00551838,草山橘商行,臺北市大安區忠孝東路3段217巷6弄7號1樓,1140417,121.540124,25.043417
00551859,我愛夏天工作室,臺北市大同區承德路1段35號8樓之2,1140417,121.517315,25.051093
00551865,壹品商業,臺北市大同區永樂里甘谷街26號5樓,1140417,121.510876,25.052772
00551871,海羽實業,臺北市中山區龍江路397巷45號,1140417,121.543369,25.065615
00551886,艾迪運動工作室,臺北市大安區忠孝東路4段299號6樓,1140417,121.555336,25.041598
00551892,派奇亞工作室,臺北市中山區八德路2段68號1樓,1140417,121.53545,25.045382
00551909,人來了羊肉小吃店,臺北市中山區天祥路18號1樓,1140418,121.52096,25.061077
00551915,好肌會工作室,臺北市士林區德行東路109巷83弄9號1樓,1140418,121.528232,25.11043
00551921,歐曼億企業社,臺北市中正區懷寧街76號,1140418,121.513988,25.04314
00551936,昕妍映境企業社,臺北市大安區安居街108巷31號1樓,1140418,121.551776,25.019485
00551942,木子龍餐飲,臺北市松山區八德路4段251號1樓,1140418,121.564989,25.049029
00551957,金瑞堂運動彩券行,臺北市大安區通化街106號1樓,1140418,121.553937,25.029546
00551963,鼎昇工程行,臺北市士林區延平北路5段136巷27弄39號1樓,1140418,121.511093,25.083024
00551979,饗初食品行,臺北市士林區延平北路5段136巷27弄39號1樓,1140418,121.511093,25.083024
00551984,寧記企業社,臺北市士林區延平北路5段136巷27弄39號1樓,1140418,121.511093,25.083024
00551990,張記粉圓豆花冰店,臺北市士林區中正路340號1樓,1140418,121.522024,25.094605
00552007,木卯暉工作室,臺北市大同區南京西路57號5樓之11,1140418,121.519354,25.053083
00552013,琪期服飾行,臺北市信義區永吉路443巷3弄16號,1140418,121.578597,25.045923
00552029,好朋友友善蔬果,臺北市文山區興隆路2段97號1樓,1140418,121.547452,24.999739
00552034,金樽木華餐酒館,臺北市大安區新生南路2段30巷21號1樓,1140418,121.530931,25.03134
00552040,玉禾工程行,臺北市信義區忠孝東路5段1之2號5樓,1140418,121.564964,25.041298
00552055,伊順企業社,臺北市大同區延平北路2段202號17樓之2,1140418,121.511296,25.059035
00552061,知苑世界風情精品商行,臺北市松山區八德路3段199巷25號,1140418,121.556382,25.049389
00552077,燊森源工程行,臺北市中山區南京東路3段189號10樓,1140418,121.542231,25.052087
00552082,創意感性力商號,臺北市萬華區中華路1段106號8樓,1140418,121.508392,25.043975
88166482,蔡家小吃,臺北市北投區中和街474巷20號2樓,1140418,121.495281,25.146405
93217813,楊碧珠小吃店,臺北市中山區建國北路三段22巷15號3樓,1140418,121.535675,25.063852
00552098,萬味商行,臺北市萬華區三水街56號,1140421,121.502521,25.035993
00552105,桑斗朝食屋,臺北市中山區中山北路2段27巷13號,1140421,121.524341,25.053294
00552111,煦禾創意工作室,臺北市文山區汀州路4段130號1樓,1140421,121.53585,25.00549
00552127,築心無餘整合顧問企業社,臺北市信義區忠孝東路5段1之1號13樓,1140421,121.564864,25.041412
00552132,皇心商行,臺北市內湖區康寧路3段189巷80弄12號3樓,1140421,121.612915,25.072109
00552148,語向工作室,臺北市大安區金山南路2段2號8樓,1140421,121.527058,25.033822
00552153,陋巷咖啡廳,臺北市南港區忠孝東路7段487巷5號,1140421,121.611543,25.05309
00552169,德蓉日酒咖啡館,臺北市中山區新生北路2段60之1號,1140421,121.527202,25.055783
00552175,震嘉工程行,臺北市文山區秀明路1段19巷3弄3號,1140421,121.563489,24.989567
00552180,泰樂文傳工作室,臺北市信義區信義路4段415號14樓之1,1140421,121.559235,25.033304
00552196,拉扎美髮沙龍,臺北市中山區民權東路3段75巷2弄2號1樓,1140421,121.543584,25.062833
00552203,探索廚房,臺北市南港區忠孝東路7段617號3樓,1140421,121.615416,25.053224
00552219,九暉工程行,臺北市中正區忠孝西路1段27號4樓,1140421,121.518853,25.04605
00552225,元記餐飲,臺北市大安區仁愛路4段48巷5號,1140421,121.547138,25.037329
00552230,菜根香自助坊,臺北市信義區信義路4段405號1樓,1140421,121.558884,25.033256
00552246,熙穎利企業社,臺北市信義區基隆路1段143號11樓之4,1140421,121.565797,25.042902
00552251,意魷未盡企業社,臺北市萬華區成都路61之1號1樓,1140421,121.505799,25.042888
00552267,品味早餐店,臺北市北投區中和街485號1樓,1140421,121.495293,25.145088
00552273,日夕髮廊,臺北市大安區忠孝東路4段181巷40弄4號1樓,1140421,121.55054,25.043885
00530530,柒柒食堂,臺北市南港區研究院路2段21號1樓,1140422,121.615354,25.046378
00552288,山丘商號,臺北市松山區基隆路1段8號13樓,1140422,121.569933,25.050764
00552294,天地菈菈工作室,臺北市信義區光復南路415巷99號,1140422,121.558817,25.037229
00552301,新勝泰工坊,臺北市士林區文林路484號2樓,1140422,121.524404,25.096209
00552317,豬大郎豬血糕,臺北市中山區大直街7號1樓,1140422,121.54673,25.080518
00552323,你說漢堡,臺北市信義區基隆路1段147巷5弄44號1樓,1140422,121.566391,25.042843
00552338,澄榮商行,臺北市中山區南京東路2段6號1樓,1140422,121.528378,25.051881
00552359,安家會館,臺北市大安區辛亥路3段157巷24弄22號1樓,1140422,121.550219,25.017406
00552365,夾客樂企業社,臺北市中山區長春路209號,1140422,121.538399,25.054824
00552371,欽雲智能工作室,臺北市信義區信義路4段415號3樓之1,1140422,121.559235,25.033304
00552386,吉吉家企業社,臺北市中山區民生東路1段29號2樓之5,1140422,121.525124,25.058197
00552392,三德工程行,臺北市信義區信義路5段150巷445弄18號3樓,1140422,121.571824,25.022787
00552409,薇諾詩美容工作室,臺北市士林區延平北路五段244巷3號2樓,1140422,121.510164,25.084626
00552415,派派電子商務,臺北市大安區和平東路1段6號11樓,1140422,121.523047,25.026847
00552421,海海創意生活工作室,臺北市中正區永功里汀州路1段292號4樓,1140423,121.511516,25.02674
00552436,第二外語設計工作室,臺北市內湖區民權東路6段146號6樓之10,1140423,121.589517,25.068816
00552442,豐沐商行,臺北市內湖區瑞光路76巷69號,1140423,121.579981,25.069942
00552457,核心基地企業社,臺北市士林區中正路212巷1弄1號,1140423,121.526113,25.095822
00552463,子晞小吃店,臺北市中山區錦州街423之1號1樓,1140423,121.542277,25.060276
00552479,隅隱工作室,臺北市內湖區康樂街186巷45號地下,1140423,121.620484,25.076899
00552484,陳記小吃店,臺北市南港區昆陽街142巷2號1樓,1140423,121.594233,25.049572
00552490,泓發休閒企業社,臺北市士林區文林路64號2樓,1140423,121.525747,25.08685
00552506,沁夢明心商行,臺北市內湖區民權東路6段180巷6號6樓之4,1140423,121.592648,25.068196
00552512,純淨身心靈工作室,臺北市內湖區石潭路27號8樓之2,1140423,121.586063,25.06285
00552528,蛇叔烘豆工作室,臺北市大安區和平東路2段118巷52弄16號,1140423,121.542212,25.022306
00552533,匹胖鐵板燒商行,臺北市松山區南京東路5段250巷18弄8號1樓,1140423,121.566542,25.0501
00552549,沐渼沙龍,臺北市松山區南京東路3段303巷14弄6之1號,1140423,121.547374,25.05327
00552554,雯湘未來商行,臺北市南港區中坡北路40巷2號1樓,1140423,121.580888,25.046052
00552576,變色龍理髮廳工作室,臺北市中正區金門街1之5號1樓,1140423,121.524744,25.023029
00552597,炸彈鈔人食堂,臺北市文山區木柵路1段200號1樓,1140423,121.552954,24.987812
00552604,成本小吃店,臺北市北投區東華街2段192號1樓,1140423,121.510492,25.120346
00552610,貓喜商行,臺北市大安區光復南路676巷18號1樓,1140423,121.556287,25.03069
00552631,聖金貴金屬商行,臺北市士林區德行東路268號1樓,1140423,121.535196,25.109831
00552908,慕璇手作工作室,臺北市士林區中正路215號2樓,1140423,121.526498,25.095293
00552581,美傑寶鑽企業社,臺北市中山區五常街53巷5號1樓,1140424,121.539698,25.064594
00552626,美傑寶企業社,臺北市信義區虎林街55巷3號1樓,1140424,121.577158,25.047267
00552647,雲南擺夷小吃店,臺北市士林區福華路164巷3號,1140424,121.522719,25.104358
00552652,喵團錦簇貓舍,臺北市松山區八德路4段604之1號1樓,1140424,121.572753,25.04981
00552668,雪波髮藝造型美髮店,臺北市大安區光復南路180巷56號,1140424,121.555135,25.04246
00552674,森的鴨肉羮,臺北市內湖區文德路22巷29弄1號,1140424,121.580173,25.076416
